date,symbol,signal,actual,entry,exit,trade_pnl,trade_cost,net_pnl,capital
2016-09-08,VOO,0,0,200.62,200.52,0.09999999999999432,0.20057,-0.10057000000000568,99973.98503180002
2016-09-09,VOO,1,1,199.08,195.68,-3.4000000000000057,0.19738,-3.5973800000000056,99970.38765180002
2016-09-12,VOO,0,0,194.88,198.7776,-3.8976000000000113,0.1968288,-4.094428800000011,99966.29322300002
2016-09-14,VOO,1,1,194.83,194.66,-0.17000000000001592,0.194745,-0.3647450000000159,99965.92847800002
2016-09-20,VOO,1,1,196.86,195.97,-0.8900000000000148,0.19641500000000003,-1.0864150000000148,99964.84206300002
2016-10-10,VOO,0,0,198.44,198.37,0.06999999999999318,0.198405,-0.12840500000000682,99964.71365800002
2016-11-04,VOO,1,1,191.8,191.48,-0.3200000000000216,0.19163999999999998,-0.5116400000000216,99964.20201800003
2016-11-08,VOO,1,1,195.31,196.58,1.2700000000000102,0.195945,1.0740550000000102,99965.27607300003
2016-12-06,VOO,-1,1,,,0.0,0.0,0.0,99965.27607300003
2017-02-28,VOO,1,1,217.34,217.07,-0.27000000000001023,0.21720499999999998,-0.4872050000000102,99964.78886800003
2017-03-20,VOO,0,0,218.59,218.3327,0.25730000000001496,0.21846135,0.03883865000001496,99964.82770665003
2017-04-21,VOO,1,1,215.97,215.4,-0.5699999999999932,0.21568500000000002,-0.7856849999999932,99964.04202165004
2017-05-16,VOO,0,0,220.88,220.48,0.4000000000000057,0.22068000000000002,0.17932000000000567,99964.22134165003
2017-08-09,VOO,0,0,226.35,227.05,-0.700000000000017,0.22669999999999998,-0.9267000000000171,99963.29464165003
2017-08-16,VOO,0,0,226.95,226.81,0.13999999999998636,0.22688,-0.08688000000001364,99963.20776165003
2017-08-21,VOO,1,1,222.85,223.14,0.28999999999999204,0.222995,0.06700499999999204,99963.27476665004
2017-09-08,VOO,1,1,226.45,226.4,-0.04999999999998295,0.22642500000000002,-0.27642499999998293,99962.99834165003
2018-01-25,VOO,-1,1,,,0.0,0.0,0.0,99962.99834165003
2018-01-29,VOO,-1,0,,,0.0,0.0,0.0,99962.99834165003
2018-02-01,VOO,0,0,258.29,258.73,-0.4399999999999977,0.25851,-0.6985099999999977,99962.29983165003
2018-02-14,VOO,1,1,243.0,247.76,4.759999999999991,0.24538,4.514619999999991,99966.81445165003
2018-02-22,VOO,1,1,249.17,248.41,-0.7599999999999909,0.24878999999999998,-1.008789999999991,99965.80566165003
2018-02-23,VOO,1,1,249.82,252.49,2.670000000000016,0.251155,2.418845000000016,99968.22450665002
2018-02-26,VOO,0,0,253.56,255.4,-1.8400000000000034,0.25448000000000004,-2.0944800000000035,99966.13002665002
2018-02-27,VOO,0,0,255.63,252.14,3.490000000000009,0.25388499999999997,3.236115000000009,99969.36614165003
2018-02-28,VOO,-1,0,,,0.0,0.0,0.0,99969.36614165003
2018-03-02,VOO,1,1,244.24,247.36,3.1200000000000045,0.24580000000000002,2.8742000000000045,99972.24034165003
2018-03-08,VOO,1,1,251.4,251.89,0.4899999999999807,0.251645,0.23835499999998067,99972.47869665003
2018-03-16,VOO,0,0,253.23,252.99,0.23999999999998067,0.25311,-0.013110000000019328,99972.46558665003
2018-03-21,VOO,-1,0,,,0.0,0.0,0.0,99972.46558665003
2018-03-28,VOO,1,1,239.46,238.64,-0.8200000000000216,0.23905,-1.0590500000000216,99971.40653665003
2018-03-29,VOO,-1,0,,,0.0,0.0,0.0,99971.40653665003
2018-04-03,VOO,1,1,237.81,239.48,1.6699999999999875,0.238645,1.4313549999999875,99972.83789165002
2018-04-05,VOO,0,0,243.9,243.99,-0.09000000000000341,0.243945,-0.3339450000000034,99972.50394665002
2018-04-09,VOO,1,1,240.15,239.59,-0.5600000000000023,0.23987,-0.7998700000000023,99971.70407665001
2018-04-16,VOO,1,1,245.27,245.58,0.3100000000000023,0.245425,0.06457500000000227,99971.76865165001
2018-04-23,VOO,-1,0,,,0.0,0.0,0.0,99971.76865165001
2018-04-25,VOO,-1,1,,,0.0,0.0,0.0,99971.76865165001
2018-05-03,VOO,1,1,240.88,241.21,0.3300000000000125,0.241045,0.0889550000000125,99971.85760665001
2018-05-25,VOO,0,0,250.04,250.04,0.0,0.25004,-0.25004,99971.60756665001
2018-05-29,VOO,1,1,248.28,247.15,-1.1299999999999955,0.24771500000000002,-1.3777149999999954,99970.22985165002
2018-05-31,VOO,1,1,249.99,248.79,-1.200000000000017,0.24939,-1.449390000000017,99968.78046165002
2018-06-22,VOO,-1,0,,,0.0,0.0,0.0,99968.78046165002
2018-10-15,VOO,1,1,253.19,252.21,-0.9799999999999898,0.2527,-1.2326999999999897,99967.54776165003
2018-10-17,VOO,0,0,257.75,257.67,0.07999999999998408,0.25771000000000005,-0.17771000000001597,99967.37005165002
2018-10-24,VOO,1,1,251.19,246.1662,-5.023799999999994,0.2486781,-5.2724780999999945,99962.09757355003
2018-10-25,VOO,0,0,245.71,248.15,-2.4399999999999977,0.24693,-2.6869299999999976,99959.41064355003
2018-10-29,VOO,1,1,247.03,242.08939999999998,-4.940600000000018,0.2445597,-5.185159700000018,99954.22548385002
2018-10-30,VOO,1,1,242.31,246.21,3.9000000000000057,0.24426,3.6557400000000055,99957.88122385002
2018-11-06,VOO,1,1,251.18,252.82,1.6399999999999864,0.252,1.3879999999999864,99959.26922385003
2018-11-09,VOO,0,0,256.5,255.34,1.1599999999999966,0.25592000000000004,0.9040799999999966,99960.17330385002
2018-11-14,VOO,1,1,251.96,246.9208,-5.039199999999994,0.2494404,-5.288640399999994,99954.88466345002
2018-11-16,VOO,0,0,249.77,251.49,-1.7199999999999989,0.25063,-1.970629999999999,99952.91403345003
2018-11-19,VOO,0,0,250.94,247.32,3.6200000000000045,0.24913,3.3708700000000045,99956.28490345003
2018-11-23,VOO,1,1,241.8,242.01,0.20999999999997954,0.241905,-0.03190500000002047,99956.25299845003
2018-11-27,VOO,1,1,244.73,246.57,1.8400000000000034,0.24564999999999998,1.5943500000000035,99957.84734845003
2018-11-30,VOO,-1,1,,,0.0,0.0,0.0,99957.84734845003
2018-12-03,VOO,0,0,257.65,256.61,1.0399999999999636,0.25713,0.7828699999999635,99958.63021845002
2018-12-13,VOO,-1,0,,,0.0,0.0,0.0,99958.63021845002
2018-12-14,VOO,0,0,241.65,239.38,2.2700000000000102,0.24051499999999998,2.0294850000000104,99960.65970345003
2018-12-18,VOO,0,0,235.0,233.14,1.8600000000000136,0.23407,1.6259300000000136,99962.28563345002
2018-12-19,VOO,0,0,233.21,229.42,3.7900000000000205,0.231315,3.5586850000000205,99965.84431845002
2018-12-20,VOO,0,0,228.35,225.65,2.6999999999999886,0.227,2.4729999999999888,99968.31731845002
2019-01-14,VOO,1,1,236.1,236.58,0.4800000000000182,0.23634,0.2436600000000182,99968.56097845001
2019-01-17,VOO,1,1,239.0,241.67,2.6699999999999875,0.240335,2.4296649999999875,99970.99064345002
2019-01-18,VOO,0,0,243.56,244.92,-1.3599999999999852,0.24424,-1.6042399999999852,99969.38640345001
2019-01-29,VOO,1,1,242.55,242.13,-0.4200000000000159,0.24234,-0.6623400000000159,99968.72406345002
2019-02-11,VOO,1,1,249.28,248.78,-0.5,0.24903,-0.74903,99967.97503345001
2019-02-14,VOO,-1,1,,,0.0,0.0,0.0,99967.97503345001
2019-03-08,VOO,1,1,250.88,252.34,1.460000000000008,0.25161,1.208390000000008,99969.18342345001
2019-03-21,VOO,-1,0,,,0.0,0.0,0.0,99969.18342345001
2019-03-29,VOO,1,1,259.34,259.54,0.20000000000004547,0.25944,-0.05943999999995453,99969.12398345002
2019-05-10,VOO,-1,0,,,0.0,0.0,0.0,99969.12398345002
2019-05-22,VOO,0,0,262.12,262.31,-0.18999999999999773,0.26221500000000003,-0.45221499999999776,99968.67176845002
2019-05-30,VOO,0,0,256.28,256.3,-0.020000000000038654,0.25628999999999996,-0.2762900000000386,99968.39547845002
2019-06-03,VOO,1,1,252.83,252.12,-0.710000000000008,0.252475,-0.962475000000008,99967.43300345003
2019-08-09,VOO,0,0,268.72,267.7,1.0200000000000387,0.26821000000000006,0.7517900000000386,99968.18479345003
2019-08-12,VOO,1,1,266.24,264.56,-1.6800000000000068,0.26539999999999997,-1.945400000000007,99966.23939345003
2019-08-13,VOO,0,0,264.22,269.50440000000003,-5.284400000000005,0.26686220000000005,-5.551262200000005,99960.68813125003
2019-08-15,VOO,1,1,261.62,261.39,-0.2300000000000182,0.261505,-0.4915050000000182,99960.19662625004
2019-08-16,VOO,1,1,263.07,265.22,2.150000000000034,0.26414499999999996,1.885855000000034,99962.08248125004
2019-08-22,VOO,0,0,269.28,268.46,0.8199999999999932,0.26887,0.5511299999999932,99962.63361125004
2019-08-28,VOO,1,1,262.73,265.26,2.5299999999999727,0.26399500000000004,2.2660049999999727,99964.89961625004
2019-09-03,VOO,-1,1,,,0.0,0.0,0.0,99964.89961625004
2019-09-04,VOO,1,1,269.25,269.97,0.7200000000000273,0.26961,0.45039000000002727,99965.35000625004
2020-05-06,VOO,1,1,264.71,261.27,-3.4399999999999977,0.26299,-3.7029899999999976,99961.64701625003
2020-05-07,VOO,1,1,264.45,264.36,-0.08999999999997499,0.264405,-0.354404999999975,99961.29261125003
2020-05-11,VOO,0,0,266.78,268.82,-2.0400000000000205,0.2678,-2.3078000000000203,99958.98481125003
2020-05-12,VOO,0,0,269.98,263.41,6.569999999999993,0.26669500000000007,6.303304999999993,99965.28811625003
2020-05-15,VOO,1,1,259.54,263.04,3.5,0.26129,3.23871,99968.52682625003
2001-06-27,VTI,1,1,111.2,111.0,-0.20000000000000284,0.11109999999999999,-0.3111000000000028,99968.21572625003
2001-07-03,VTI,0,0,113.2,113.2,0.0,0.11320000000000001,-0.11320000000000001,99968.10252625002
2001-07-11,VTI,1,1,108.5,108.4,-0.09999999999999432,0.10845,-0.2084499999999943,99967.89407625001
2001-07-13,VTI,0,0,110.4,111.5,-1.0999999999999943,0.11095000000000001,-1.2109499999999944,99966.68312625002
2001-07-16,VTI,-1,1,,,0.0,0.0,0.0,99966.68312625002
2001-07-17,VTI,0,0,110.0,111.5,-1.5,0.11075,-1.61075,99965.07237625001
2001-07-20,VTI,0,0,111.0,111.0,0.0,0.111,-0.111,99964.96137625001
2001-07-23,VTI,0,0,111.3,109.1,2.200000000000003,0.11019999999999999,2.089800000000003,99967.05117625001
2001-07-24,VTI,-1,1,,,0.0,0.0,0.0,99967.05117625001
2001-08-03,VTI,0,0,111.6,111.3,0.29999999999999716,0.11145,0.18854999999999716,99967.23972625002
2001-08-07,VTI,0,0,109.9,110.2,-0.29999999999999716,0.11005000000000001,-0.41004999999999714,99966.82967625001
2001-08-16,VTI,0,0,107.9,108.3,-0.3999999999999915,0.1081,-0.5080999999999914,99966.32157625
2001-08-20,VTI,0,0,106.75,107.4,-0.6500000000000057,0.107075,-0.7570750000000057,99965.56450125
