date,symbol,signal,actual,entry,exit,trade_pnl,trade_cost,net_pnl,capital
2013-05-13,VOO,-1,1,,,0.0,0.0,0.0,100000.0
2013-05-30,VOO,0,0,75.71,75.95,-0.2400000000000091,0.07583,-0.3158300000000091,99999.68417
2013-06-04,VOO,-1,0,,,0.0,0.0,0.0,99999.68417
2013-06-06,VOO,1,1,73.83,74.43,0.6000000000000085,0.07413,0.5258700000000085,100000.21003999999
2013-06-10,VOO,0,0,75.73,75.44,0.29000000000000625,0.07558500000000001,0.21441500000000624,100000.42445499999
2013-06-12,VOO,1,1,75.21,74.09,-1.1199999999999903,0.07465000000000001,-1.1946499999999904,99999.22980499998
2013-06-18,VOO,-1,0,,,0.0,0.0,0.0,99999.22980499998
2013-06-19,VOO,-1,0,,,0.0,0.0,0.0,99999.22980499998
2013-06-21,VOO,-1,0,,,0.0,0.0,0.0,99999.22980499998
2013-06-24,VOO,1,1,72.1,71.91,-0.18999999999999773,0.072005,-0.2620049999999977,99998.96779999998
2013-07-03,VOO,1,1,73.53,73.85,0.3199999999999932,0.07369,0.24630999999999317,99999.21410999999
2013-07-10,VOO,1,1,75.59,75.65,0.060000000000002274,0.07562,-0.015619999999997733,99999.19848999998
2013-07-31,VOO,-1,1,,,0.0,0.0,0.0,99999.19848999998
2013-08-14,VOO,-1,0,,,0.0,0.0,0.0,99999.19848999998
2013-08-26,VOO,0,0,76.4,76.06,0.3400000000000034,0.07623,0.2637700000000034,99999.46225999999
2013-10-07,VOO,-1,0,,,0.0,0.0,0.0,99999.46225999999
2013-10-09,VOO,1,1,75.95,75.81,-0.14000000000000057,0.07588,-0.21588000000000057,99999.24637999998
2013-10-15,VOO,1,1,78.09,77.74,-0.3500000000000085,0.077915,-0.42791500000000854,99998.81846499999
2013-10-23,VOO,-1,1,,,0.0,0.0,0.0,99998.81846499999
2013-12-05,VOO,-1,1,,,0.0,0.0,0.0,99998.81846499999
2013-12-10,VOO,0,0,165.82,165.65,0.1699999999999875,0.16573500000000002,0.004264999999987473,99998.82272999999
2013-12-17,VOO,1,1,164.33,163.64,-0.6900000000000261,0.16398500000000002,-0.8539850000000262,99997.96874499999
2013-12-20,VOO,-1,1,,,0.0,0.0,0.0,99997.96874499999
2014-01-10,VOO,0,0,168.55,168.66,-0.10999999999998522,0.16860500000000003,-0.2786049999999852,99997.69013999999
2014-01-13,VOO,1,1,168.29,166.52,-1.7699999999999818,0.167405,-1.9374049999999818,99995.75273499999
2014-01-23,VOO,-1,0,,,0.0,0.0,0.0,99995.75273499999
2014-01-28,VOO,-1,0,,,0.0,0.0,0.0,99995.75273499999
2014-01-29,VOO,1,1,162.75,162.38,-0.37000000000000455,0.162565,-0.5325650000000045,99995.22016999999
2014-01-31,VOO,0,0,162.15,163.18,-1.0300000000000011,0.16266500000000003,-1.1926650000000012,99994.02750499999
2014-02-05,VOO,1,1,160.1,160.42,0.3199999999999932,0.16025999999999999,0.1597399999999932,99994.187245
2014-02-06,VOO,1,1,160.91,162.57,1.6599999999999966,0.16174000000000002,1.4982599999999966,99995.68550499999
2014-02-10,VOO,1,1,164.64,164.93,0.29000000000002046,0.164785,0.12521500000002048,99995.81071999998
2014-03-03,VOO,1,1,169.19,169.46,0.27000000000001023,0.169325,0.10067500000001023,99995.91139499997
2014-03-12,VOO,0,0,170.73,171.62,-0.8900000000000148,0.17117500000000002,-1.0611750000000149,99994.85021999998
2014-04-03,VOO,0,0,173.33,172.82,0.5100000000000193,0.17307499999999998,0.33692500000001935,99995.18714499997
2014-04-04,VOO,1,0,173.77,170.74,-3.030000000000001,0.172255,-3.202255000000001,99991.98488999998
2014-04-08,VOO,1,1,168.79,169.6,0.8100000000000023,0.16919499999999998,0.6408050000000023,99992.62569499998
2014-04-09,VOO,0,0,170.08,171.43,-1.3499999999999943,0.170755,-1.5207549999999943,99991.10493999998
2014-04-15,VOO,1,1,167.98,168.76,0.7800000000000011,0.16837000000000002,0.6116300000000011,99991.71656999998
2014-07-16,VOO,0,0,181.65,181.54,0.11000000000001364,0.181595,-0.07159499999998636,99991.64497499997
2014-07-17,VOO,1,1,180.96,179.41,-1.5500000000000114,0.180185,-1.7301850000000114,99989.91478999998
2014-07-30,VOO,0,0,181.22,180.59,0.6299999999999955,0.180905,0.44909499999999547,99990.36388499998
2014-08-04,VOO,-1,0,,,0.0,0.0,0.0,99990.36388499998
2014-08-07,VOO,1,1,176.9,175.13,-1.7700000000000102,0.17601499999999998,-1.9460150000000103,99988.41786999999
2014-09-19,VOO,-1,0,,,0.0,0.0,0.0,99988.41786999999
2014-09-24,VOO,0,0,181.62,182.99,-1.3700000000000045,0.18230500000000002,-1.5523050000000045,99986.86556499999
2014-09-30,VOO,-1,0,,,0.0,0.0,0.0,99986.86556499999
2014-10-02,VOO,1,1,178.05,178.21,0.1599999999999966,0.17813,-0.01813000000000342,99986.84743499999
2014-10-06,VOO,0,0,180.94,179.98,0.960000000000008,0.18045999999999998,0.779540000000008,99987.62697499999
2014-10-07,VOO,1,1,179.05,177.22,-1.8300000000000125,0.178135,-2.0081350000000127,99985.61884
2014-10-08,VOO,0,0,177.33,180.32,-2.9899999999999807,0.17882499999999998,-3.1688249999999805,99982.450015
2014-10-09,VOO,0,0,180.0,176.68,3.319999999999993,0.17834,3.1416599999999932,99985.59167499999
2014-10-10,VOO,0,0,176.65,174.7,1.950000000000017,0.17567500000000003,1.774325000000017,99987.366
2014-10-16,VOO,1,1,167.815,170.72,2.905000000000001,0.1692675,2.735732500000001,99990.1017325
2014-10-20,VOO,1,1,172.53,174.53,2.0,0.17353000000000002,1.82647,99991.9282025
2014-10-22,VOO,1,1,178.29,176.71,-1.579999999999984,0.1775,-1.757499999999984,99990.17070249999
2014-10-27,VOO,1,1,179.51,179.85,0.3400000000000034,0.17968,0.1603200000000034,99990.33102249999
2014-10-30,VOO,1,1,181.17,182.86,1.6900000000000261,0.18201499999999998,1.507985000000026,99991.83900749999
2014-12-09,VOO,0,0,187.43,189.35,-1.9199999999999875,0.18839,-2.1083899999999876,99989.7306175
2014-12-11,VOO,0,0,186.98,187.25,-0.27000000000001023,0.187115,-0.45711500000001026,99989.2735025
2014-12-16,VOO,1,1,182.1,181.52,-0.5799999999999841,0.18181,-0.7618099999999841,99988.5116925
2014-12-17,VOO,1,1,181.97,185.18,3.210000000000008,0.183575,3.026425000000008,99991.53811750001
2014-12-30,VOO,-1,0,,,0.0,0.0,0.0,99991.53811750001
2015-01-02,VOO,0,0,189.29,188.4,0.8899999999999864,0.188845,0.7011549999999863,99992.23927250001
2015-01-06,VOO,1,1,185.37,183.27,-2.0999999999999943,0.18431999999999998,-2.2843199999999944,99989.9549525
2015-01-07,VOO,1,1,184.73,185.56,0.8300000000000125,0.18514499999999998,0.6448550000000125,99990.59980750001
2015-01-15,VOO,1,1,184.88,182.54,-2.3400000000000034,0.18370999999999998,-2.5237100000000035,99988.07609750002
2015-01-21,VOO,1,1,184.77,186.23,1.4599999999999795,0.1855,1.2744999999999795,99989.35059750002
2015-01-26,VOO,0,0,187.79,188.41,-0.6200000000000045,0.1881,-0.8081000000000045,99988.54249750002
2015-01-27,VOO,-1,0,,,0.0,0.0,0.0,99988.54249750002
2015-01-29,VOO,-1,0,,,0.0,0.0,0.0,99988.54249750002
2015-01-30,VOO,1,1,183.96,182.99,-0.9699999999999989,0.18347500000000003,-1.153474999999999,99987.38902250002
2015-02-02,VOO,1,1,183.5,185.09,1.5900000000000034,0.18429500000000001,1.4057050000000033,99988.79472750002
2015-02-04,VOO,1,1,187.03,187.15,0.12000000000000455,0.18709,-0.06708999999999546,99988.72763750002
2015-02-09,VOO,-1,1,,,0.0,0.0,0.0,99988.72763750002
2015-03-05,VOO,0,0,193.15,193.04,0.11000000000001364,0.19309500000000002,-0.08309499999998637,99988.64454250003
2015-03-09,VOO,-1,0,,,0.0,0.0,0.0,99988.64454250003
2015-03-11,VOO,1,1,188.26,187.54,-0.7199999999999989,0.18789999999999998,-0.9078999999999988,99987.73664250002
2015-03-13,VOO,1,1,189.68,188.8,-0.8799999999999955,0.18924000000000002,-1.0692399999999955,99986.66740250002
2015-03-17,VOO,1,1,190.48,190.73,0.25,0.190605,0.059395,99986.72679750003
2015-03-24,VOO,0,0,192.38,191.4,0.9799999999999898,0.19188999999999998,0.7881099999999898,99987.51490750002
2015-03-27,VOO,1,1,188.04,188.53,0.4900000000000091,0.188285,0.30171500000000906,99987.81662250002
2015-04-16,VOO,0,0,192.55,192.83,-0.28000000000000114,0.19269,-0.47269000000000116,99987.34393250002
2015-04-30,VOO,1,1,192.4,191.1,-1.3000000000000114,0.19175,-1.4917500000000115,99985.85218250002
2015-05-04,VOO,0,0,193.64,193.7,-0.060000000000002274,0.19366999999999998,-0.2536700000000023,99985.59851250002
2015-05-07,VOO,1,1,190.59,191.44,0.8499999999999943,0.191015,0.6589849999999944,99986.25749750002
2015-05-13,VOO,1,1,192.96,192.52,-0.4399999999999977,0.19274000000000002,-0.6327399999999977,99985.62475750002
2015-05-22,VOO,0,0,195.31,195.26,0.05000000000001137,0.19528500000000001,-0.14528499999998865,99985.47947250001
2015-06-09,VOO,1,1,191.1,191.06,-0.03999999999999204,0.19108,-0.23107999999999204,99985.24839250001
2015-06-26,VOO,0,0,192.82,192.42,0.4000000000000057,0.19262,0.20738000000000567,99985.45577250002
2015-07-07,VOO,0,0,189.86,190.75,-0.8899999999999864,0.190305,-1.0803049999999863,99984.37546750002
2015-07-09,VOO,1,1,189.9,187.85,-2.0500000000000114,0.18887500000000002,-2.2388750000000113,99982.13659250003
2015-07-10,VOO,1,1,190.18,190.24,0.060000000000002274,0.19021000000000002,-0.13020999999999774,99982.00638250003
2015-07-23,VOO,-1,0,,,0.0,0.0,0.0,99982.00638250003
2015-07-27,VOO,1,1,189.78,189.59,-0.18999999999999773,0.189685,-0.3796849999999977,99981.62669750002
2015-08-07,VOO,1,1,190.88,190.67,-0.21000000000000796,0.19077499999999997,-0.40077500000000793,99981.22592250002
2015-08-19,VOO,-1,0,,,0.0,0.0,0.0,99981.22592250002
2015-08-20,VOO,-1,0,,,0.0,0.0,0.0,99981.22592250002
2015-09-03,VOO,0,0,179.96,179.27,0.6899999999999977,0.17961500000000002,0.5103849999999976,99981.73630750002
2015-09-04,VOO,1,1,176.88,176.49,-0.38999999999998636,0.176685,-0.5666849999999863,99981.16962250002
2015-09-08,VOO,0,0,179.67,181.01,-1.3400000000000034,0.18033999999999997,-1.5203400000000034,99979.64928250002
2015-09-14,VOO,1,1,180.58,179.64,-0.9400000000000261,0.18011000000000002,-1.1201100000000261,99978.52917250001
2015-09-17,VOO,-1,0,,,0.0,0.0,0.0,99978.52917250001
2015-09-21,VOO,0,0,180.15,180.1,0.05000000000001137,0.180125,-0.13012499999998864,99978.39904750002
2015-09-25,VOO,0,0,178.48,176.76,1.7199999999999989,0.17762,1.5423799999999988,99979.94142750002
2015-09-29,VOO,1,1,172.67,172.4,-0.2699999999999818,0.172535,-0.4425349999999818,99979.49889250002
2015-10-01,VOO,1,1,175.97,176.2,0.22999999999998977,0.176085,0.05391499999998978,99979.55280750002
2015-10-02,VOO,1,1,174.0,178.75,4.75,0.176375,4.573625,99984.12643250002
2015-10-14,VOO,1,1,183.45,182.71,-0.7399999999999807,0.18308,-0.9230799999999807,99983.20335250003
2015-10-21,VOO,1,1,186.79,184.97,-1.8199999999999932,0.18588,-2.0058799999999932,99981.19747250003
2015-10-22,VOO,1,1,186.02,188.17,2.1499999999999773,0.187095,1.9629049999999773,99983.16037750003
2015-10-27,VOO,1,1,189.08,189.4,0.3199999999999932,0.18924000000000002,0.13075999999999316,99983.29113750003
2015-10-30,VOO,0,1,191.82,190.56,1.259999999999991,0.19119,1.068809999999991,99984.35994750002
2015-11-11,VOO,0,0,191.48,190.39,1.0900000000000034,0.190935,0.8990650000000034,99985.25901250003
2015-11-12,VOO,0,0,189.36,187.84,1.5200000000000102,0.18860000000000002,1.3314000000000101,99986.59041250002
2015-11-13,VOO,1,1,187.35,185.67,-1.6800000000000068,0.18650999999999998,-1.8665100000000068,99984.72390250002
2015-11-17,VOO,1,1,188.86,188.29,-0.5700000000000216,0.188575,-0.7585750000000215,99983.96532750002
2015-12-01,VOO,0,0,192.05,193.22,-1.1699999999999875,0.192635,-1.3626349999999876,99982.60269250002
2015-12-02,VOO,0,0,193.18,191.18,2.0,0.19218000000000002,1.80782,99984.41051250002
2015-12-03,VOO,1,1,191.56,188.46,-3.0999999999999943,0.19000999999999998,-3.2900099999999943,99981.12050250002
2015-12-10,VOO,-1,0,,,0.0,0.0,0.0,99981.12050250002
2015-12-14,VOO,1,1,185.32,186.09,0.7700000000000102,0.18570499999999998,0.5842950000000102,99981.70479750002
2015-12-15,VOO,1,1,187.75,188.03,0.28000000000000114,0.18789,0.09211000000000114,99981.79690750001
2015-12-16,VOO,0,0,189.28,190.67,-1.3899999999999864,0.189975,-1.5799749999999864,99980.21693250001
2015-12-17,VOO,0,0,191.14,187.89,3.25,0.189515,3.060485,99983.27741750001
2015-12-22,VOO,1,1,185.85,186.6,0.75,0.186225,0.563775,99983.84119250001
2015-12-28,VOO,1,1,187.85,188.1,0.25,0.187975,0.062025,99983.90321750002
2015-12-31,VOO,0,0,188.12,186.93,1.1899999999999977,0.187525,1.0024749999999978,99984.90569250002
2016-01-05,VOO,0,0,184.57,184.64,-0.06999999999999318,0.184605,-0.2546049999999932,99984.65108750002
2016-01-06,VOO,0,0,181.93,182.3,-0.37000000000000455,0.182115,-0.5521150000000046,99984.09897250003
2016-01-07,VOO,0,0,179.15,177.86,1.289999999999992,0.178505,1.1114949999999921,99985.21046750003
2016-01-12,VOO,0,0,177.75,177.45,0.30000000000001137,0.1776,0.12240000000001136,99985.33286750002
2016-01-13,VOO,1,1,178.43,174.8614,-3.5686000000000035,0.17664570000000002,-3.7452457000000035,99981.58762180002
2016-01-14,VOO,0,0,173.79,175.92,-2.1299999999999955,0.17485499999999998,-2.3048549999999954,99979.28276680002
2016-01-19,VOO,-1,0,,,0.0,0.0,0.0,99979.28276680002
2016-01-21,VOO,1,1,170.79,171.15,0.36000000000001364,0.17097,0.18903000000001363,99979.47179680002
2016-01-22,VOO,0,0,174.03,174.66,-0.6299999999999955,0.174345,-0.8043449999999954,99978.66745180002
2016-01-25,VOO,1,1,174.1,172.07,-2.030000000000001,0.173085,-2.203085000000001,99976.46436680002
2016-01-26,VOO,0,0,172.85,174.4,-1.5500000000000114,0.173625,-1.7236250000000113,99974.74074180002
2016-01-28,VOO,1,1,174.13,173.36,-0.7699999999999818,0.173745,-0.9437449999999818,99973.79699680003
2016-02-01,VOO,-1,0,,,0.0,0.0,0.0,99973.79699680003
2016-02-04,VOO,-1,0,,,0.0,0.0,0.0,99973.79699680003
2016-02-05,VOO,0,0,175.04,172.31,2.7299999999999898,0.17367500000000002,2.5563249999999895,99976.35332180002
2016-02-10,VOO,-1,0,,,0.0,0.0,0.0,99976.35332180002
2016-02-11,VOO,1,1,167.26,167.7,0.4399999999999977,0.16748,0.27251999999999776,99976.62584180002
2016-02-12,VOO,1,1,169.54,171.14,1.5999999999999943,0.17034,1.4296599999999944,99978.05550180002
2016-02-16,VOO,1,1,173.2,174.01,0.8100000000000023,0.17360499999999998,0.6363950000000023,99978.69189680001
2016-02-19,VOO,1,1,175.28,176.07,0.789999999999992,0.17567500000000003,0.614324999999992,99979.30622180001
2016-02-22,VOO,0,0,177.78,178.59,-0.8100000000000023,0.178185,-0.9881850000000023,99978.31803680002
2016-02-24,VOO,1,1,174.79,177.18,2.390000000000015,0.17598500000000003,2.214015000000015,99980.53205180002
2016-02-29,VOO,1,1,178.94,177.38,-1.5600000000000023,0.17816,-1.7381600000000024,99978.79389180003
2016-03-07,VOO,0,0,182.85,183.98,-1.1299999999999955,0.183415,-1.3134149999999956,99977.48047680003
2016-03-10,VOO,1,1,183.38,183.01,-0.37000000000000455,0.183195,-0.5531950000000045,99976.92728180003
2016-04-04,VOO,-1,0,,,0.0,0.0,0.0,99976.92728180003
2016-04-05,VOO,-1,1,,,0.0,0.0,0.0,99976.92728180003
2016-04-06,VOO,0,0,187.39,189.29,-1.9000000000000057,0.18833999999999998,-2.088340000000006,99974.83894180003
2016-04-12,VOO,1,1,187.29,188.9,1.6100000000000136,0.188095,1.4219050000000135,99976.26084680003
2016-05-09,VOO,1,1,188.55,188.85,0.29999999999998295,0.18869999999999998,0.11129999999998297,99976.37214680003
2016-05-23,VOO,-1,1,,,0.0,0.0,0.0,99976.37214680003
2016-06-22,VOO,1,1,191.45,190.92,-0.5300000000000011,0.191185,-0.7211850000000011,99975.65096180003
2016-06-23,VOO,0,0,192.52,193.39,-0.8699999999999761,0.192955,-1.0629549999999761,99974.58800680003
2016-07-07,VOO,1,1,192.56,192.25,-0.3100000000000023,0.192405,-0.5024050000000022,99974.08560180002
